[2026-01-15--19-12-25 INFO actix_server::builder] starting 5 workers
[2026-01-15--19-12-25 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2026-01-15--19-12-25 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2026-01-15--19-12-25 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-9fda25069afc2794.js HTTP/1.1" 200 12398 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001456
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1365-1770d8165586a8c0.js HTTP/1.1" 200 7706 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.004952
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/bd665b6f-d5ed9f4f3ae4ccb0.js HTTP/1.1" 200 14450 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001785
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8250-8d8b91de503069bf.js HTTP/1.1" 200 8463 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003134
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/69-2de999b83ce7b365.js HTTP/1.1" 200 80601 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.005300
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2791-26d0c10b12b568d6.js HTTP/1.1" 200 15050 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006389
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8122-64562bcd06159a5c.js HTTP/1.1" 200 16899 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001566
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-4a2892b714895647.js HTTP/1.1" 200 11473 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006374
[2026-01-15--19-35-37 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40646.
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000420
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1599 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000676
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1602 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000405
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000104
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000335
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/scenarios/page-1f7657501a385f81.js HTTP/1.1" 200 8792 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001192
[2026-01-15--19-35-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/accounts/page-95a0936c2ea0cc61.js HTTP/1.1" 200 9964 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001674
[2026-01-15--19-36-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50076.
[2026-01-15--19-36-21 INFO actix_web::middleware::logger] 127.0.0.1 "GET / HTTP/1.1" 200 7612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001708
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/txtx.png HTTP/1.1" 200 4197 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000180
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/0d143f211c7df892.css HTTP/1.1" 200 27323 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003118
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/webpack-cd9d82e885c4ebdc.js HTTP/1.1" 200 4721 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000535
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/main-app-f867690012ee20f6.js HTTP/1.1" 200 222 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000121
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/04c1a432-edb03f65b9f1a1ca.js HTTP/1.1" 200 2700 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000909
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8298-3afc860dfe3c7887.js HTTP/1.1" 200 44395 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003207
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/b18b83b3-e1c480e403eefb06.js HTTP/1.1" 200 55445 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.008131
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8370-021758b1cd213679.js HTTP/1.1" 200 88250 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.005791
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1365-1770d8165586a8c0.js HTTP/1.1" 200 7706 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001480
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-9fda25069afc2794.js HTTP/1.1" 200 12398 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001509
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8250-8d8b91de503069bf.js HTTP/1.1" 200 8463 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001182
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/bd665b6f-d5ed9f4f3ae4ccb0.js HTTP/1.1" 200 14450 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006969
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/69-2de999b83ce7b365.js HTTP/1.1" 200 80601 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.004093
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2791-26d0c10b12b568d6.js HTTP/1.1" 200 15050 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.006814
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8122-64562bcd06159a5c.js HTTP/1.1" 200 16899 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001522
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-4a2892b714895647.js HTTP/1.1" 200 11473 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.005495
[2026-01-15--19-36-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50078.
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000133
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1599 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000311
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1602 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000288
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000093
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000080
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/scenarios/page-1f7657501a385f81.js HTTP/1.1" 200 8792 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001494
[2026-01-15--19-36-22 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/accounts/page-95a0936c2ea0cc61.js HTTP/1.1" 200 9964 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001830
[2026-01-15--19-37-15 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:36218.
[2026-01-15--19-38-18 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39980.
[2026-01-15--19-38-21 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39982.
[2026-01-15--19-38-22 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:39994.
[2026-01-15--19-45-10 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40514.
[2026-01-15--19-45-10 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000203
[2026-01-15--19-45-12 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:40528.
[2026-01-15--19-45-12 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 167 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000302
[2026-01-15--19-51-42 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1602 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000783
[2026-01-15--19-52-35 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1599 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000538
[2026-01-15--19-52-41 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/github.svg HTTP/1.1" 200 527 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000273
[2026-01-15--19-52-43 INFO actix_web::middleware::logger] 127.0.0.1 "GET /workspace/v1/indexers HTTP/1.1" 200 6 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.002906
[2026-01-15--19-52-53 INFO actix_web::middleware::logger] 127.0.0.1 "GET /v1/scenarios HTTP/1.1" 200 6 "http://127.0.0.1:18488/scenarios" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000156
[2026-01-15--19-52-56 INFO actix_web::middleware::logger] 127.0.0.1 "POST /v1/scenarios HTTP/1.1" 200 46 "http://127.0.0.1:18488/scenarios" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003484
[2026-01-15--19-52-56 INFO actix_web::middleware::logger] 127.0.0.1 "GET /v1/scenarios HTTP/1.1" 200 112 "http://127.0.0.1:18488/scenarios" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001154
[2026-01-15--19-52-56 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview&_rsc=1ylu9 HTTP/1.1" 200 1602 "http://127.0.0.1:18488/scenarios" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000785
[2026-01-15--19-52-57 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview&_rsc=1ylu9 HTTP/1.1" 200 1602 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000241
[2026-01-15--19-53-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9462.115f0f68a9cad0ff.js HTTP/1.1" 200 2633 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000407
[2026-01-15--19-53-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5923.ec886431259172af.js HTTP/1.1" 200 10164 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003466
[2026-01-15--19-53-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=editor&_rsc=1ylu9 HTTP/1.1" 200 1602 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001036
[2026-01-15--19-53-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /v1/scenarios/f9fab366-b165-47cb-9786-367112aa9d2f HTTP/1.1" 200 7612 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=editor" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001078
[2026-01-15--19-53-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /v1/scenarios/templates HTTP/1.1" 200 46380 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=editor" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.011859
[2026-01-15--19-53-01 INFO actix_web::middleware::logger] 127.0.0.1 "PATCH /v1/scenarios/f9fab366-b165-47cb-9786-367112aa9d2f HTTP/1.1" 200 46 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=editor" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000260
[2026-01-15--19-53-03 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=overview&_rsc=1ylu9 HTTP/1.1" 200 1602 "http://127.0.0.1:18488/scenarios?id=f9fab366-b165-47cb-9786-367112aa9d2f&tab=editor" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000340
[2026-01-15--19-53-04 INFO actix_web::middleware::logger] 127.0.0.1 "GET /workspace/v1/indexers HTTP/1.1" 200 6 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000076
[2026-01-15--19-53-04 INFO actix_web::middleware::logger] 127.0.0.1 "GET /index.txt?_rsc=114vl HTTP/1.1" 200 1689 "http://127.0.0.1:18488/accounts" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000214
[2026-01-15--19-59-07 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:38152.
[2026-01-15--20-00-00 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:44028.
[2026-01-15--20-01-03 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:52422.
